date,mom_12_1,rev_10,rvol_20,vol_confirm,inv_pb,log_cap,pe_ttm,roe_ttm,turnover_20,mom_3_1,mom_6_1,ret_5d_std,volume_chg,high_low_20,close_to_high_60,dv_ttm,roa_ttm,gross_margin,low_leverage,growth_revenue,growth_profit,illiq_20
2022-01-28,-0.03743259,-0.02768176,-0.02839958,-0.02340467,-0.02035674,-0.03465022,-0.03164633,-0.04158146,-0.02189381,-0.02396335,-0.03852948,-0.02592963,-0.01982868,-0.03281020,-0.02237165,-0.02167591,-0.04239603,-0.03424748,-0.03351939,-0.03676627,-0.03744472,-0.02791237
2022-02-28,0.02506052,0.02069146,0.01506570,0.01911351,0.01131561,0.01967326,0.01917984,0.02556680,0.01117260,0.01348519,0.02426348,0.01690175,0.01484871,0.01707137,0.01733806,0.01240854,0.02653822,0.02124968,0.02296596,0.02397642,0.02324282,0.01903065
2022-03-31,-0.04470482,-0.02552330,-0.02896660,-0.03173813,-0.01385378,-0.03336613,-0.03625030,-0.04556497,-0.02039245,-0.02765608,-0.04249858,-0.03138382,-0.02559771,-0.02571646,-0.03008451,-0.02056158,-0.04778339,-0.04024144,-0.04130221,-0.04210395,-0.04084326,-0.03423710
2022-04-29,-0.08101905,-0.06706370,-0.04329064,-0.05648137,-0.05116608,-0.06071679,-0.04628432,-0.07693361,-0.04425549,-0.06587630,-0.08360548,-0.04599890,-0.04261361,-0.04984752,-0.06403203,-0.04586393,-0.07777914,-0.05876449,-0.06310765,-0.07164382,-0.07649288,-0.06151565
2022-05-31,0.07279665,0.04939285,0.03741118,0.05081636,0.04884336,0.05613672,0.03503484,0.06653684,0.03568564,0.06308405,0.06922065,0.03935963,0.03972730,0.04061561,0.06945332,0.04167688,0.06621515,0.04906806,0.05519278,0.06004754,0.07059669,0.04517541
2022-06-30,0.01235850,0.00809862,0.00592315,0.00806115,0.00906463,0.00710590,0.00775191,0.00986502,0.00617241,0.00956324,0.01278982,0.00742671,0.00520912,0.00631806,0.00899588,0.00632934,0.01009147,0.00754838,0.00988869,0.00969846,0.01113326,0.01001085
2022-07-29,0.00918145,0.00587900,0.00448925,0.00562633,0.00668407,0.00550289,0.00569012,0.00695335,0.00460856,0.00495967,0.00928792,0.00423356,0.00406562,0.00405403,0.00621355,0.00413665,0.00702381,0.00554891,0.00719650,0.00662786,0.00815778,0.00740238
2022-08-31,-0.00704063,-0.00620006,-0.00288391,-0.00442852,-0.00635266,-0.00397181,-0.00408100,-0.00555550,-0.00327315,-0.00428368,-0.00654202,-0.00389853,-0.00365611,-0.00321676,-0.00718405,-0.00430583,-0.00549374,-0.00481909,-0.00603614,-0.00556271,-0.00668497,-0.00815266
2022-09-30,-0.04661980,-0.04025710,-0.01921918,-0.03091092,-0.04113744,-0.02744178,-0.02623336,-0.03968891,-0.01941332,-0.03132150,-0.04104318,-0.02896137,-0.02592579,-0.02193061,-0.04360195,-0.03125509,-0.03860822,-0.03199876,-0.03876536,-0.03859950,-0.04429635,-0.05502156
2022-10-31,0.00547559,0.00505076,0.00203648,0.00395501,0.00647955,0.00205556,0.00387522,0.00476480,0.00251693,0.00358785,0.00419607,0.00337856,0.00237312,0.00181761,0.00516705,0.00447820,0.00504535,0.00429317,0.00581187,0.00428594,0.00489900,0.00821659
2022-11-30,0.04291016,0.04052293,0.01283155,0.04180623,0.05349595,0.01746981,0.03094707,0.03942042,0.02084382,0.03259877,0.03941330,0.02298452,0.03062991,0.01391479,0.04649443,0.03666225,0.04174424,0.03467486,0.04930156,0.03294200,0.04226699,0.06194131
2022-12-30,-0.02308766,-0.01965862,-0.00793103,-0.01362265,-0.03364732,-0.01176273,-0.01277272,-0.02166191,-0.01102887,-0.01897493,-0.02064038,-0.01220254,-0.02282388,-0.01267351,-0.02924975,-0.02329893,-0.02233868,-0.01717115,-0.02362974,-0.02075672,-0.02355064,-0.03653829
2023-01-31,0.02915004,0.03165638,0.00944465,0.02995289,0.04578664,0.01685419,0.01525280,0.03018645,0.01282628,0.02534952,0.02382686,0.01064482,0.02476021,0.01140594,0.04055238,0.03484337,0.03032123,0.02168863,0.03055686,0.02724923,0.02960838,0.04727679
2023-02-28,0.01035636,0.01109714,0.00454274,0.00578086,0.01613638,0.00489620,0.00679231,0.01020642,0.00635596,0.00726717,0.00793921,0.00739888,0.01047022,0.00382879,0.01469128,0.01041041,0.01044200,0.00725951,0.01160902,0.01000117,0.01135063,0.01841917
2023-03-31,-0.01128638,-0.01243665,-0.00755978,-0.00904379,-0.02055647,-0.00527118,-0.00974542,-0.01171968,-0.00793675,-0.01163030,-0.01050767,-0.00858772,-0.01394972,-0.00720941,-0.01742825,-0.01195129,-0.01225184,-0.00859538,-0.01442426,-0.01357125,-0.01382848,-0.02429762
2023-04-28,-0.00283651,-0.00376682,-0.00158242,-0.00222729,-0.00510891,-0.00100287,-0.00301322,-0.00281569,-0.00197646,-0.00272091,-0.00241384,-0.00223857,-0.00221827,-0.00194766,-0.00375179,-0.00262971,-0.00294771,-0.00182553,-0.00364745,-0.00294706,-0.00335118,-0.00616898
2023-05-31,-0.00592934,-0.00695797,-0.00230043,-0.00755341,-0.01155641,-0.00255774,-0.00616831,-0.00514049,-0.00390534,-0.00593014,-0.00506030,-0.00462786,-0.00627435,-0.00270249,-0.00973068,-0.00588408,-0.00565591,-0.00396990,-0.00844284,-0.00616152,-0.00701020,-0.01351007
2023-06-30,0.00415308,0.00467982,0.00196443,0.00427578,0.00685623,0.00145431,0.00344490,0.00299981,0.00248427,0.00442734,0.00394941,0.00331608,0.00414997,0.00187699,0.00645335,0.00269938,0.00335678,0.00224640,0.00463162,0.00396513,0.00466335,0.00805788
2023-07-31,0.03012789,0.03490406,0.00935498,0.03286721,0.04574092,0.01130248,0.02385723,0.02277952,0.01857602,0.03402860,0.03062208,0.01278806,0.02932722,0.01151650,0.04701769,0.01908227,0.02488740,0.01872481,0.03304627,0.02521170,0.02957094,0.05172977
2023-08-31,-0.01958139,-0.01824447,-0.01086945,-0.02029889,-0.03125521,-0.00951797,-0.01461978,-0.01286026,-0.01271800,-0.02618176,-0.02235142,-0.01477477,-0.02084403,-0.01152655,-0.02968175,-0.01161390,-0.01393518,-0.01187255,-0.02162620,-0.01478186,-0.01782279,-0.03553639
2023-09-28,0.00041495,0.00047652,0.00022107,0.00042908,0.00065093,0.00021010,0.00034050,0.00026875,0.00024611,0.00045807,0.00049678,0.00031230,0.00036538,0.00021838,0.00055702,0.00028115,0.00028126,0.00024793,0.00046515,0.00032711,0.00037123,0.00075532
2023-10-31,-0.00418957,-0.00442227,-0.00235625,-0.00297173,-0.00586064,-0.00201381,-0.00287913,-0.00255413,-0.00215173,-0.00364717,-0.00432022,-0.00226850,-0.00299815,-0.00205639,-0.00470633,-0.00283945,-0.00263048,-0.00239539,-0.00398975,-0.00255242,-0.00368275,-0.00685966
2023-11-30,0.01086641,0.01159842,0.00530555,0.01028596,0.01513797,0.00471717,0.00681503,0.00738877,0.00586382,0.01129557,0.01184293,0.00661274,0.00883199,0.00497449,0.01462169,0.00731180,0.00781952,0.00793741,0.01051947,0.00627994,0.00910175,0.01830382
2023-12-29,-0.01167202,-0.00893625,-0.00603665,-0.00843505,-0.01676096,-0.00571328,-0.00777617,-0.00787773,-0.00790145,-0.01112943,-0.01128347,-0.00732552,-0.01201581,-0.00678201,-0.01442124,-0.01002783,-0.00786438,-0.00963076,-0.01201438,-0.00717592,-0.01033091,-0.01886178
2024-01-31,-0.06208519,-0.05581133,-0.04996076,-0.03945454,-0.10054783,-0.03965668,-0.04559324,-0.04958074,-0.03998147,-0.06859699,-0.06376490,-0.06926730,-0.06358769,-0.05952088,-0.07492548,-0.06376077,-0.05076317,-0.05739606,-0.07158531,-0.04372891,-0.05660235,-0.11006238
2024-02-29,-0.00525314,-0.00624315,-0.00530761,-0.00365420,-0.00986111,-0.00370105,-0.00452870,-0.00454769,-0.00341939,-0.00594106,-0.00468206,-0.00585286,-0.00621837,-0.00663679,-0.00566971,-0.00714499,-0.00479376,-0.00531809,-0.00665114,-0.00407560,-0.00483552,-0.00995882
2024-03-29,0.00809096,0.01159011,0.00591064,0.00902070,0.01745875,0.00551338,0.00756083,0.00771795,0.00509155,0.00701852,0.00616082,0.00785241,0.00666972,0.00599640,0.00878987,0.01229043,0.00827494,0.00971357,0.01186341,0.00684964,0.00811730,0.01875007
2024-04-30,-0.00086546,-0.00099114,-0.00097728,-0.00062657,-0.00174506,-0.00052484,-0.00073860,-0.00068157,-0.00057971,-0.00064546,-0.00072113,-0.00088568,-0.00093264,-0.00096635,-0.00086735,-0.00085897,-0.00076071,-0.00082707,-0.00105086,-0.00066473,-0.00082413,-0.00184188
2024-05-31,-0.01349418,-0.01357973,-0.01049346,-0.01384708,-0.02797874,-0.00761263,-0.01324998,-0.01030434,-0.00903580,-0.01521629,-0.01037510,-0.01132461,-0.01251207,-0.01135053,-0.01819162,-0.01256246,-0.01122383,-0.01489481,-0.01897903,-0.01278263,-0.01472482,-0.03125836
2024-06-28,-0.04518927,-0.05582779,-0.04673493,-0.03807176,-0.08869519,-0.02620513,-0.04481142,-0.03964114,-0.02885876,-0.04741635,-0.03692706,-0.04920759,-0.04694207,-0.05260009,-0.05322538,-0.04230219,-0.04143052,-0.05037169,-0.06481824,-0.04386519,-0.04916447,-0.10215074
2024-07-31,0.01221153,0.01643491,0.00763569,0.01630971,0.02431404,0.00671536,0.01217739,0.01234977,0.00699660,0.01465087,0.01012384,0.00641685,0.00945976,0.00757908,0.01586671,0.01510881,0.01325827,0.01387665,0.01831225,0.01378780,0.01224121,0.02816078
2024-08-30,-0.01109944,-0.01357837,-0.00789182,-0.01371270,-0.02345213,-0.00676736,-0.01179923,-0.01138616,-0.00826860,-0.01796116,-0.01436155,-0.01022299,-0.01519017,-0.00907529,-0.02051530,-0.01340913,-0.01194243,-0.01293499,-0.01568507,-0.01351217,-0.01184793,-0.02696867
2024-09-30,0.07667697,0.05969932,0.04254448,0.11640604,0.14033483,0.03719393,0.07896114,0.06821769,0.05740751,0.10272180,0.08314459,0.05110083,0.10627894,0.05302800,0.09746568,0.09304698,0.07132085,0.07730975,0.10153462,0.07990415,0.07633114,0.16129253
2024-10-31,0.00933691,0.01045067,0.00515308,0.01070055,0.01843526,0.00435605,0.00966822,0.01005106,0.00765578,0.01196973,0.01106383,0.00959147,0.01228238,0.00474173,0.01350041,0.01350682,0.01097100,0.01119457,0.01382600,0.01078228,0.01003705,0.02086190
2024-11-29,0.02777770,0.05108480,0.01708835,0.03309572,0.05862594,0.01685698,0.03147396,0.03890204,0.02384759,0.02819196,0.03243394,0.02361053,0.03395270,0.01535303,0.06019117,0.04341870,0.04058698,0.03331492,0.04005155,0.03950776,0.03697731,0.06870954
2024-12-31,-0.01659468,-0.02207384,-0.01345718,-0.01338303,-0.03497315,-0.01408819,-0.01443773,-0.02568279,-0.01379506,-0.02110350,-0.01748894,-0.01543825,-0.02151190,-0.01350261,-0.03196597,-0.02924388,-0.02459597,-0.01803787,-0.02184541,-0.02222301,-0.02150517,-0.03623379
2025-01-27,-0.00548270,-0.00817032,-0.00289519,-0.00527686,-0.01211626,-0.00542207,-0.00469797,-0.00867428,-0.00359585,-0.00722968,-0.00541949,-0.00406695,-0.00604488,-0.00366010,-0.01037211,-0.01024154,-0.00823879,-0.00632396,-0.00779540,-0.00640347,-0.00693428,-0.01201892
2025-02-28,0.00706494,0.00776692,0.00212490,0.00630914,0.01300357,0.00652535,0.00420066,0.00954557,0.00261410,0.00754007,0.00519799,0.00387463,0.00520506,0.00213647,0.00954194,0.01223509,0.00862489,0.00640053,0.00785501,0.00729671,0.00726507,0.01088370
2025-03-31,0.00197457,0.00308260,0.00072228,0.00228965,0.00400757,0.00231899,0.00108508,0.00292501,0.00095264,0.00198478,0.00143709,0.00139063,0.00262476,0.00072985,0.00357252,0.00393385,0.00268222,0.00200058,0.00244986,0.00221091,0.00226652,0.00326162
2025-04-30,-0.00667434,-0.00791915,-0.00226200,-0.00498922,-0.01370819,-0.01010613,-0.00396266,-0.01028326,-0.00318102,-0.00563356,-0.00632556,-0.00453635,-0.01010034,-0.00256529,-0.01289497,-0.01269363,-0.00854561,-0.00639425,-0.00684937,-0.00649647,-0.00818944,-0.00812593
2025-05-30,0.00634359,0.00947921,0.00195449,0.00909443,0.01434064,0.01021828,0.00495159,0.00945622,0.00320170,0.00896138,0.00693520,0.00329781,0.00802610,0.00243517,0.01292299,0.01125458,0.00823024,0.00683547,0.00736922,0.00630693,0.00844729,0.00917802
2025-06-30,0.00136257,0.00173951,0.00050935,0.00170138,0.00296849,0.00176594,0.00117442,0.00178903,0.00060709,0.00179707,0.00151355,0.00090448,0.00143644,0.00054786,0.00272009,0.00211845,0.00177615,0.00164103,0.00179328,0.00139436,0.00191201,0.00234572
2025-07-31,0.00752778,0.00823546,0.00280081,0.00659076,0.01425036,0.00682998,0.00672632,0.00862819,0.00368871,0.00869327,0.00789410,0.00475618,0.00780144,0.00330310,0.01398666,0.01016693,0.00874964,0.00921368,0.01006266,0.00847566,0.00948982,0.01329720
2025-08-29,0.00898324,0.01522179,0.00326997,0.01024954,0.02915346,0.01611084,0.00880920,0.01694027,0.00584542,0.01188356,0.01527291,0.00625182,0.01379486,0.00312293,0.02285669,0.02141303,0.01558784,0.01498939,0.01565672,0.01374711,0.01504065,0.01819364
2025-09-30,-0.00568473,-0.01196676,-0.00230766,-0.00955620,-0.02340497,-0.01325754,-0.00565257,-0.01443639,-0.00362511,-0.00664932,-0.00647595,-0.00389678,-0.01063046,-0.00246809,-0.01701425,-0.01870068,-0.01331770,-0.01164256,-0.01288086,-0.00976599,-0.01135190,-0.01562863
2025-10-31,0.00606596,0.00870918,0.00249456,0.00995313,0.01679712,0.00775378,0.00682721,0.01023399,0.00383073,0.00632012,0.00544613,0.00421309,0.00956503,0.00337377,0.01450341,0.01306123,0.00954602,0.00955307,0.01021856,0.00734514,0.00770364,0.01371032
2025-11-28,-0.00187438,-0.00308365,-0.00104047,-0.00193953,-0.00554914,-0.00248622,-0.00223082,-0.00340081,-0.00150560,-0.00286480,-0.00195706,-0.00152753,-0.00352899,-0.00108260,-0.00501278,-0.00434827,-0.00311751,-0.00312127,-0.00333456,-0.00253792,-0.00280356,-0.00456326
2025-12-31,-0.00276638,-0.00445031,-0.00138249,-0.00295263,-0.00873792,-0.00356385,-0.00292219,-0.00533754,-0.00171782,-0.00557246,-0.00321131,-0.00188526,-0.00412612,-0.00153050,-0.00683802,-0.00723594,-0.00502340,-0.00478909,-0.00520848,-0.00344509,-0.00408666,-0.00745793
